title="2D heat conduction problem"
variables="x","y","T"
0.17,2.74,5.3699
0.17,2.75,5.2432
0.17,2.76,5.1159
0.17,2.77,4.9882
0.17,2.78,4.8599
0.17,2.79,4.7312
0.17,2.8,4.602
0.17,2.81,4.4723
0.17,2.82,4.3422
0.17,2.83,4.2117
0.17,2.84,4.0807
0.17,2.85,3.9493
0.17,2.86,3.8175
0.17,2.87,3.6854
0.17,2.88,3.5529
0.17,2.89,3.42
0.17,2.9,3.2868
0.17,2.91,3.1532
0.17,2.92,3.0193
0.17,2.93,2.8852
0.17,2.94,2.7507
0.17,2.95,2.616
0.17,2.96,2.481
0.17,2.97,2.3458
0.17,2.98,2.2103
0.17,2.99,2.0746
0.17,3,1.9387
0.17,3.01,1.8026
0.17,3.02,1.6663
0.17,3.03,1.5299
0.17,3.04,1.3933
0.17,3.05,1.2565
0.17,3.06,1.1197
0.17,3.07,0.98269
0.17,3.08,0.84561
0.17,3.09,0.70846
0.17,3.1,0.57123
0.17,3.11,0.43394
0.17,3.12,0.29661
0.17,3.13,0.15925
0.17,3.14,0.02188
0.18,0,0
0.18,0.01,0.14537
0.18,0.02,0.29073
0.18,0.03,0.43606
0.18,0.04,0.58134
0.18,0.05,0.72657
0.18,0.06,0.87172
0.18,0.07,1.0168
0.18,0.08,1.1618
0.18,0.09,1.3066
0.18,0.1,1.4513
0.18,0.11,1.5959
0.18,0.12,1.7403
0.18,0.13,1.8845
0.18,0.14,2.0286
0.18,0.15,2.1724
0.18,0.16,2.3161
0.18,0.17,2.4595
0.18,0.18,2.6026
0.18,0.19,2.7455
0.18,0.2,2.8881
0.18,0.21,3.0305
0.18,0.22,3.1725
0.18,0.23,3.3142
0.18,0.24,3.4556
0.18,0.25,3.5966
0.18,0.26,3.7373
0.18,0.27,3.8776
0.18,0.28,4.0175
0.18,0.29,4.157
0.18,0.3,4.2961
0.18,0.31,4.4348
0.18,0.32,4.573
0.18,0.33,4.7107
0.18,0.34,4.848
0.18,0.35,4.9848
0.18,0.36,5.1212
0.18,0.37,5.257
0.18,0.38,5.3922
0.18,0.39,5.527
0.18,0.4,5.6611
0.18,0.41,5.7947
0.18,0.42,5.9278
0.18,0.43,6.0602
0.18,0.44,6.1921
0.18,0.45,6.3233
0.18,0.46,6.4539
0.18,0.47,6.5838
0.18,0.48,6.7131
0.18,0.49,6.8417
0.18,0.5,6.9696
0.18,0.51,7.0968
0.18,0.52,7.2234
0.18,0.53,7.3491
0.18,0.54,7.4742
0.18,0.55,7.5985
0.18,0.56,7.7221
0.18,0.57,7.8449
0.18,0.58,7.9668
0.18,0.59,8.088
0.18,0.6,8.2084
0.18,0.61,8.328
0.18,0.62,8.4467
0.18,0.63,8.5646
0.18,0.64,8.6817
0.18,0.65,8.7978
0.18,0.66,8.9131
0.18,0.67,9.0275
0.18,0.68,9.141
0.18,0.69,9.2536
0.18,0.7,9.3653
0.18,0.71,9.476
0.18,0.72,9.5857
0.18,0.73,9.6946
0.18,0.74,9.8024
0.18,0.75,9.9093
0.18,0.76,10.015
0.18,0.77,10.12
0.18,0.78,10.224
0.18,0.79,10.327
0.18,0.8,10.429
0.18,0.81,10.529
0.18,0.82,10.629
0.18,0.83,10.728
0.18,0.84,10.825
0.18,0.85,10.922
0.18,0.86,11.017
0.18,0.87,11.111
0.18,0.88,11.205
0.18,0.89,11.297
0.18,0.9,11.388
0.18,0.91,11.477
0.18,0.92,11.566
0.18,0.93,11.653
0.18,0.94,11.74
0.18,0.95,11.825
0.18,0.96,11.909
0.18,0.97,11.992
0.18,0.98,12.073
0.18,0.99,12.154
0.18,1,12.233
0.18,1.01,12.311
0.18,1.02,12.387
0.18,1.03,12.463
0.18,1.04,12.537
0.18,1.05,12.61
0.18,1.06,12.682
0.18,1.07,12.752
0.18,1.08,12.821
0.18,1.09,12.889
0.18,1.1,12.956
0.18,1.11,13.021
0.18,1.12,13.085
0.18,1.13,13.148
0.18,1.14,13.209
0.18,1.15,13.269
0.18,1.16,13.328
0.18,1.17,13.385
0.18,1.18,13.441
0.18,1.19,13.496
0.18,1.2,13.549
0.18,1.21,13.601
0.18,1.22,13.652
0.18,1.23,13.701
0.18,1.24,13.749
0.18,1.25,13.796
0.18,1.26,13.841
0.18,1.27,13.885
0.18,1.28,13.927
0.18,1.29,13.968
0.18,1.3,14.008
0.18,1.31,14.046
0.18,1.32,14.083
0.18,1.33,14.118
0.18,1.34,14.152
0.18,1.35,14.184
0.18,1.36,14.216
0.18,1.37,14.245
0.18,1.38,14.274
0.18,1.39,14.3
0.18,1.4,14.326
0.18,1.41,14.35
0.18,1.42,14.372
0.18,1.43,14.394
0.18,1.44,14.413
0.18,1.45,14.431
0.18,1.46,14.448
0.18,1.47,14.464
0.18,1.48,14.478
0.18,1.49,14.49
0.18,1.5,14.501
0.18,1.51,14.511
0.18,1.52,14.519
0.18,1.53,14.525
0.18,1.54,14.531
0.18,1.55,14.534
0.18,1.56,14.537
0.18,1.57,14.537
0.18,1.58,14.537
0.18,1.59,14.535
0.18,1.6,14.531
0.18,1.61,14.526
0.18,1.62,14.52
0.18,1.63,14.512
0.18,1.64,14.503
0.18,1.65,14.492
0.18,1.66,14.48
0.18,1.67,14.466
0.18,1.68,14.451
0.18,1.69,14.434
0.18,1.7,14.416
0.18,1.71,14.397
0.18,1.72,14.376
0.18,1.73,14.354
0.18,1.74,14.33
0.18,1.75,14.305
0.18,1.76,14.278
0.18,1.77,14.25
0.18,1.78,14.22
0.18,1.79,14.19
0.18,1.8,14.157
0.18,1.81,14.123
0.18,1.82,14.088
0.18,1.83,14.052
0.18,1.84,14.014
0.18,1.85,13.974
0.18,1.86,13.934
0.18,1.87,13.892
0.18,1.88,13.848
0.18,1.89,13.803
0.18,1.9,13.757
0.18,1.91,13.709
0.18,1.92,13.66
0.18,1.93,13.61
0.18,1.94,13.558
0.18,1.95,13.505
0.18,1.96,13.45
0.18,1.97,13.394
0.18,1.98,13.337
0.18,1.99,13.279
0.18,2,13.219
0.18,2.01,13.158
0.18,2.02,13.095
0.18,2.03,13.031
0.18,2.04,12.966
0.18,2.05,12.9
0.18,2.06,12.832
0.18,2.07,12.763
0.18,2.08,12.693
0.18,2.09,12.622
0.18,2.1,12.549
0.18,2.11,12.475
0.18,2.12,12.4
0.18,2.13,12.323
0.18,2.14,12.245
0.18,2.15,12.166
0.18,2.16,12.086
0.18,2.17,12.005
0.18,2.18,11.922
0.18,2.19,11.838
0.18,2.2,11.753
0.18,2.21,11.667
0.18,2.22,11.58
0.18,2.23,11.492
0.18,2.24,11.402
0.18,2.25,11.311
0.18,2.26,11.219
0.18,2.27,11.126
0.18,2.28,11.032
0.18,2.29,10.937
0.18,2.3,10.841
0.18,2.31,10.743
0.18,2.32,10.645
0.18,2.33,10.545
0.18,2.34,10.445
0.18,2.35,10.343
0.18,2.36,10.24
0.18,2.37,10.137
0.18,2.38,10.032
0.18,2.39,9.9262
0.18,2.4,9.8195
0.18,2.41,9.7118
0.18,2.42,9.6031
0.18,2.43,9.4935
0.18,2.44,9.383
0.18,2.45,9.2714
0.18,2.46,9.159
0.18,2.47,9.0457
0.18,2.48,8.9314
0.18,2.49,8.8163
0.18,2.5,8.7002
0.18,2.51,8.5833
0.18,2.52,8.4656
0.18,2.53,8.347
0.18,2.54,8.2275
0.18,2.55,8.1073
0.18,2.56,7.9862
0.18,2.57,7.8643
0.18,2.58,7.7417
0.18,2.59,7.6182
0.18,2.6,7.4941
0.18,2.61,7.3691
0.18,2.62,7.2434
0.18,2.63,7.117
0.18,2.64,6.9899
0.18,2.65,6.8621
0.18,2.66,6.7336
0.18,2.67,6.6044
0.18,2.68,6.4746
0.18,2.69,6.3441
0.18,2.7,6.213
0.18,2.71,6.0813
0.18,2.72,5.9489
0.18,2.73,5.816
0.18,2.74,5.6825
0.18,2.75,5.5484
0.18,2.76,5.4137
0.18,2.77,5.2785
0.18,2.78,5.1428
0.18,2.79,5.0066
0.18,2.8,4.8699
0.18,2.81,4.7326
0.18,2.82,4.595
0.18,2.83,4.4568
0.18,2.84,4.3182
0.18,2.85,4.1792
0.18,2.86,4.0397
0.18,2.87,3.8999
0.18,2.88,3.7597
0.18,2.89,3.619
0.18,2.9,3.4781
0.18,2.91,3.3367
0.18,2.92,3.1951
0.18,2.93,3.0531
0.18,2.94,2.9108
0.18,2.95,2.7683
0.18,2.96,2.6254
0.18,2.97,2.4823
0.18,2.98,2.3389
0.18,2.99,2.1953
0.18,3,2.0515
0.18,3.01,1.9075
0.18,3.02,1.7633
0.18,3.03,1.6189
0.18,3.04,1.4744
0.18,3.05,1.3297
0.18,3.06,1.1848
0.18,3.07,1.0399
0.18,3.08,0.89483
0.18,3.09,0.74969
0.18,3.1,0.60448
0.18,3.11,0.4592
0.18,3.12,0.31388
0.18,3.13,0.16852
0.18,3.14,0.023153
0.19,0,0
0.19,0.01,0.15335
0.19,0.02,0.30669
0.19,0.03,0.46
0.19,0.04,0.61326
0.19,0.05,0.76646
0.19,0.06,0.91958
0.19,0.07,1.0726
0.19,0.08,1.2255
0.19,0.09,1.3783
0.19,0.1,1.531
0.19,0.11,1.6835
0.19,0.12,1.8359
0.19,0.13,1.988
0.19,0.14,2.14
0.19,0.15,2.2917
0.19,0.16,2.4432
0.19,0.17,2.5945
0.19,0.18,2.7455
0.19,0.19,2.8963
0.19,0.2,3.0467
0.19,0.21,3.1968
0.19,0.22,3.3467
0.19,0.23,3.4962
0.19,0.24,3.6453
0.19,0.25,3.7941
0.19,0.26,3.9425
0.19,0.27,4.0905
0.19,0.28,4.2381
0.19,0.29,4.3852
0.19,0.3,4.532
0.19,0.31,4.6782
0.19,0.32,4.8241
0.19,0.33,4.9694
0.19,0.34,5.1142
0.19,0.35,5.2585
0.19,0.36,5.4023
0.19,0.37,5.5456
0.19,0.38,5.6883
0.19,0.39,5.8304
0.19,0.4,5.9719
0.19,0.41,6.1129
0.19,0.42,6.2532
0.19,0.43,6.3929
0.19,0.44,6.532
0.19,0.45,6.6704
0.19,0.46,6.8082
0.19,0.47,6.9453
0.19,0.48,7.0816
0.19,0.49,7.2173
0.19,0.5,7.3523
0.19,0.51,7.4865
0.19,0.52,7.6199
0.19,0.53,7.7526
0.19,0.54,7.8846
0.19,0.55,8.0157
0.19,0.56,8.146
0.19,0.57,8.2756
0.19,0.58,8.4043
0.19,0.59,8.5321
0.19,0.6,8.6591
0.19,0.61,8.7852
0.19,0.62,8.9105
0.19,0.63,9.0349
0.19,0.64,9.1583
0.19,0.65,9.2809
0.19,0.66,9.4025
0.19,0.67,9.5232
0.19,0.68,9.6429
0.19,0.69,9.7617
0.19,0.7,9.8794
0.19,0.71,9.9962
0.19,0.72,10.112
0.19,0.73,10.227
0.19,0.74,10.341
0.19,0.75,10.453
0.19,0.76,10.565
0.19,0.77,10.676
0.19,0.78,10.785
0.19,0.79,10.894
0.19,0.8,11.001
0.19,0.81,11.107
0.19,0.82,11.213
0.19,0.83,11.317
0.19,0.84,11.42
0.19,0.85,11.521
0.19,0.86,11.622
0.19,0.87,11.721
0.19,0.88,11.82
0.19,0.89,11.917
0.19,0.9,12.013
0.19,0.91,12.107
0.19,0.92,12.201
0.19,0.93,12.293
0.19,0.94,12.384
0.19,0.95,12.474
0.19,0.96,12.563
0.19,0.97,12.65
0.19,0.98,12.736
0.19,0.99,12.821
0.19,1,12.904
0.19,1.01,12.987
0.19,1.02,13.068
0.19,1.03,13.147
0.19,1.04,13.225
0.19,1.05,13.302
0.19,1.06,13.378
0.19,1.07,13.452
0.19,1.08,13.525
0.19,1.09,13.597
0.19,1.1,13.667
0.19,1.11,13.736
0.19,1.12,13.804
0.19,1.13,13.87
0.19,1.14,13.934
0.19,1.15,13.998
0.19,1.16,14.06
0.19,1.17,14.12
0.19,1.18,14.179
0.19,1.19,14.237
0.19,1.2,14.293
0.19,1.21,14.348
0.19,1.22,14.402
0.19,1.23,14.454
0.19,1.24,14.504
0.19,1.25,14.553
0.19,1.26,14.601
0.19,1.27,14.647
0.19,1.28,14.692
0.19,1.29,14.735
0.19,1.3,14.777
0.19,1.31,14.817
0.19,1.32,14.856
0.19,1.33,14.893
0.19,1.34,14.929
0.19,1.35,14.963
0.19,1.36,14.996
0.19,1.37,15.027
0.19,1.38,15.057
0.19,1.39,15.086
0.19,1.4,15.112
0.19,1.41,15.138
0.19,1.42,15.162
0.19,1.43,15.184
0.19,1.44,15.205
0.19,1.45,15.224
0.19,1.46,15.242
0.19,1.47,15.258
0.19,1.48,15.272
0.19,1.49,15.286
0.19,1.5,15.297
0.19,1.51,15.307
0.19,1.52,15.316
0.19,1.53,15.323
0.19,1.54,15.328
0.19,1.55,15.332
0.19,1.56,15.335
0.19,1.57,15.336
0.19,1.58,15.335
0.19,1.59,15.333
0.19,1.6,15.329
0.19,1.61,15.324
0.19,1.62,15.317
0.19,1.63,15.309
0.19,1.64,15.299
0.19,1.65,15.287
0.19,1.66,15.275
0.19,1.67,15.26
0.19,1.68,15.244
0.19,1.69,15.227
0.19,1.7,15.208
0.19,1.71,15.187
0.19,1.72,15.165
0.19,1.73,15.142
0.19,1.74,15.117
0.19,1.75,15.09
0.19,1.76,15.062
0.19,1.77,15.032
0.19,1.78,15.001
0.19,1.79,14.969
0.19,1.8,14.935
0.19,1.81,14.899
0.19,1.82,14.862
0.19,1.83,14.823
0.19,1.84,14.783
0.19,1.85,14.742
0.19,1.86,14.699
0.19,1.87,14.654
0.19,1.88,14.608
0.19,1.89,14.561
0.19,1.9,14.512
0.19,1.91,14.462
0.19,1.92,14.41
0.19,1.93,14.357
0.19,1.94,14.302
0.19,1.95,14.246
0.19,1.96,14.189
0.19,1.97,14.13
0.19,1.98,14.069
0.19,1.99,14.008
0.19,2,13.945
0.19,2.01,13.88
0.19,2.02,13.814
0.19,2.03,13.747
0.19,2.04,13.678
0.19,2.05,13.608
0.19,2.06,13.537
0.19,2.07,13.464
0.19,2.08,13.39
0.19,2.09,13.315
0.19,2.1,13.238
0.19,2.11,13.16
0.19,2.12,13.08
0.19,2.13,13
0.19,2.14,12.918
0.19,2.15,12.834
0.19,2.16,12.75
0.19,2.17,12.664
0.19,2.18,12.577
0.19,2.19,12.488
0.19,2.2,12.399
0.19,2.21,12.308
0.19,2.22,12.216
0.19,2.23,12.122
0.19,2.24,12.028
0.19,2.25,11.932
0.19,2.26,11.835
0.19,2.27,11.737
0.19,2.28,11.638
0.19,2.29,11.537
0.19,2.3,11.436
0.19,2.31,11.333
0.19,2.32,11.229
0.19,2.33,11.124
0.19,2.34,11.018
0.19,2.35,10.911
0.19,2.36,10.803
0.19,2.37,10.693
0.19,2.38,10.583
0.19,2.39,10.471
0.19,2.4,10.359
0.19,2.41,10.245
0.19,2.42,10.13
0.19,2.43,10.015
0.19,2.44,9.8981
0.19,2.45,9.7805
0.19,2.46,9.6619
0.19,2.47,9.5423
0.19,2.48,9.4218
0.19,2.49,9.3003
0.19,2.5,9.1779
0.19,2.51,9.0546
0.19,2.52,8.9304
0.19,2.53,8.8053
0.19,2.54,8.6793
0.19,2.55,8.5524
0.19,2.56,8.4247
0.19,2.57,8.2961
0.19,2.58,8.1667
0.19,2.59,8.0365
0.19,2.6,7.9055
0.19,2.61,7.7737
0.19,2.62,7.6411
0.19,2.63,7.5078
0.19,2.64,7.3737
0.19,2.65,7.2389
0.19,2.66,7.1033
0.19,2.67,6.967
0.19,2.68,6.8301
0.19,2.69,6.6924
0.19,2.7,6.5541
0.19,2.71,6.4151
0.19,2.72,6.2755
0.19,2.73,6.1353
0.19,2.74,5.9944
0.19,2.75,5.853
0.19,2.76,5.7109
0.19,2.77,5.5683
0.19,2.78,5.4252
0.19,2.79,5.2815
0.19,2.8,5.1372
0.19,2.81,4.9925
0.19,2.82,4.8472
0.19,2.83,4.7015
0.19,2.84,4.5553
0.19,2.85,4.4086
0.19,2.86,4.2615
0.19,2.87,4.114
0.19,2.88,3.9661
0.19,2.89,3.8177
0.19,2.9,3.669
0.19,2.91,3.5199
0.19,2.92,3.3705
0.19,2.93,3.2207
0.19,2.94,3.0706
0.19,2.95,2.9202
0.19,2.96,2.7695
0.19,2.97,2.6186
0.19,2.98,2.4673
0.19,2.99,2.3159
0.19,3,2.1642
0.19,3.01,2.0122
0.19,3.02,1.8601
0.19,3.03,1.7078
0.19,3.04,1.5553
0.19,3.05,1.4027
0.19,3.06,1.2499
0.19,3.07,1.097
0.19,3.08,0.94396
0.19,3.09,0.79085
0.19,3.1,0.63766
0.19,3.11,0.48441
0.19,3.12,0.33111
0.19,3.13,0.17778
0.19,3.14,0.024424
0.2,0,0
0.2,0.01,0.16132
0.2,0.02,0.32262
0.2,0.03,0.48389
0.2,0.04,0.64512
0.2,0.05,0.80627
0.2,0.06,0.96735
0.2,0.07,1.1283
0.2,0.08,1.2892
0.2,0.09,1.4499
0.2,0.1,1.6105
0.2,0.11,1.771
0.2,0.12,1.9312
0.2,0.13,2.0913
0.2,0.14,2.2511
0.2,0.15,2.4108
0.2,0.16,2.5702
0.2,0.17,2.7293
0.2,0.18,2.8881
0.2,0.19,3.0467
0.2,0.2,3.205
0.2,0.21,3.3629
0.2,0.22,3.5205
0.2,0.23,3.6778
0.2,0.24,3.8347
0.2,0.25,3.9912
0.2,0.26,4.1473
0.2,0.27,4.303
0.2,0.28,4.4582
0.2,0.29,4.613
0.2,0.3,4.7674
0.2,0.31,4.9213
0.2,0.32,5.0746
0.2,0.33,5.2275
0.2,0.34,5.3799
0.2,0.35,5.5317
0.2,0.36,5.683
0.2,0.37,5.8336
0.2,0.38,5.9838
0.2,0.39,6.1333
0.2,0.4,6.2822
0.2,0.41,6.4304
0.2,0.42,6.5781
0.2,0.43,6.725
0.2,0.44,6.8713
0.2,0.45,7.0169
0.2,0.46,7.1619
0.2,0.47,7.306
0.2,0.48,7.4495
0.2,0.49,7.5922
0.2,0.5,7.7342
0.2,0.51,7.8754
0.2,0.52,8.0158
0.2,0.53,8.1554
0.2,0.54,8.2941
0.2,0.55,8.4321
0.2,0.56,8.5692
0.2,0.57,8.7054
0.2,0.58,8.8408
0.2,0.59,8.9753
0.2,0.6,9.1089
0.2,0.61,9.2416
0.2,0.62,9.3734
0.2,0.63,9.5042
0.2,0.64,9.6341
0.2,0.65,9.763
0.2,0.66,9.8909
0.2,0.67,10.018
0.2,0.68,10.144
0.2,0.69,10.269
0.2,0.7,10.393
0.2,0.71,10.516
0.2,0.72,10.637
0.2,0.73,10.758
0.2,0.74,10.878
0.2,0.75,10.996
0.2,0.76,11.114
0.2,0.77,11.23
0.2,0.78,11.345
0.2,0.79,11.46
0.2,0.8,11.573
0.2,0.81,11.684
0.2,0.82,11.795
0.2,0.83,11.904
0.2,0.84,12.013
0.2,0.85,12.12
0.2,0.86,12.226
0.2,0.87,12.33
0.2,0.88,12.434
0.2,0.89,12.536
0.2,0.9,12.637
0.2,0.91,12.736
0.2,0.92,12.835
0.2,0.93,12.932
0.2,0.94,13.028
0.2,0.95,13.122
0.2,0.96,13.215
0.2,0.97,13.307
0.2,0.98,13.398
0.2,0.99,13.487
0.2,1,13.575
0.2,1.01,13.661
0.2,1.02,13.746
0.2,1.03,13.83
0.2,1.04,13.912
0.2,1.05,13.993
0.2,1.06,14.073
0.2,1.07,14.151
0.2,1.08,14.228
0.2,1.09,14.303
0.2,1.1,14.377
0.2,1.11,14.45
0.2,1.12,14.521
0.2,1.13,14.59
0.2,1.14,14.658
0.2,1.15,14.725
0.2,1.16,14.79
0.2,1.17,14.854
0.2,1.18,14.916
0.2,1.19,14.977
0.2,1.2,15.036
0.2,1.21,15.094
0.2,1.22,15.15
0.2,1.23,15.204
0.2,1.24,15.258
0.2,1.25,15.309
0.2,1.26,15.359
0.2,1.27,15.408
0.2,1.28,15.455
0.2,1.29,15.5
0.2,1.3,15.544
0.2,1.31,15.587
0.2,1.32,15.627
0.2,1.33,15.667
0.2,1.34,15.704
0.2,1.35,15.741
0.2,1.36,15.775
0.2,1.37,15.808
0.2,1.38,15.839
0.2,1.39,15.869
0.2,1.4,15.897
0.2,1.41,15.924
0.2,1.42,15.949
0.2,1.43,15.973
0.2,1.44,15.994
0.2,1.45,16.015
0.2,1.46,16.033
0.2,1.47,16.05
0.2,1.48,16.066
0.2,1.49,16.08
0.2,1.5,16.092
0.2,1.51,16.102
0.2,1.52,16.111
0.2,1.53,16.119
0.2,1.54,16.125
0.2,1.55,16.129
0.2,1.56,16.131
0.2,1.57,16.132
0.2,1.58,16.131
0.2,1.59,16.129
0.2,1.6,16.125
0.2,1.61,16.12
0.2,1.62,16.113
0.2,1.63,16.104
0.2,1.64,16.094
0.2,1.65,16.082
0.2,1.66,16.068
0.2,1.67,16.053
0.2,1.68,16.036
0.2,1.69,16.018
0.2,1.7,15.998
0.2,1.71,15.976
0.2,1.72,15.953
0.2,1.73,15.928
0.2,1.74,15.902
0.2,1.75,15.874
0.2,1.76,15.844
0.2,1.77,15.813
0.2,1.78,15.78
0.2,1.79,15.746
0.2,1.8,15.71
0.2,1.81,15.673
0.2,1.82,15.634
0.2,1.83,15.593
0.2,1.84,15.551
0.2,1.85,15.507
0.2,1.86,15.462
0.2,1.87,15.415
0.2,1.88,15.367
0.2,1.89,15.317
0.2,1.9,15.266
0.2,1.91,15.213
0.2,1.92,15.159
0.2,1.93,15.103
0.2,1.94,15.045
0.2,1.95,14.986
0.2,1.96,14.926
0.2,1.97,14.864
0.2,1.98,14.8
0.2,1.99,14.735
0.2,2,14.669
0.2,2.01,14.601
0.2,2.02,14.532
0.2,2.03,14.461
0.2,2.04,14.389
0.2,2.05,14.315
0.2,2.06,14.24
0.2,2.07,14.163
0.2,2.08,14.086
0.2,2.09,14.006
0.2,2.1,13.925
0.2,2.11,13.843
0.2,2.12,13.76
0.2,2.13,13.675
0.2,2.14,13.589
0.2,2.15,13.501
0.2,2.16,13.412
0.2,2.17,13.322
0.2,2.18,13.23
0.2,2.19,13.137
0.2,2.2,13.043
0.2,2.21,12.947
0.2,2.22,12.85
0.2,2.23,12.752
0.2,2.24,12.653
0.2,2.25,12.552
0.2,2.26,12.45
0.2,2.27,12.347
0.2,2.28,12.242
0.2,2.29,12.137
0.2,2.3,12.03
0.2,2.31,11.922
0.2,2.32,11.812
0.2,2.33,11.702
0.2,2.34,11.59
0.2,2.35,11.478
0.2,2.36,11.364
0.2,2.37,11.249
0.2,2.38,11.132
0.2,2.39,11.015
0.2,2.4,10.897
0.2,2.41,10.777
0.2,2.42,10.657
0.2,2.43,10.535
0.2,2.44,10.412
0.2,2.45,10.289
0.2,2.46,10.164
0.2,2.47,10.038
0.2,2.48,9.9112
0.2,2.49,9.7834
0.2,2.5,9.6547
0.2,2.51,9.5249
0.2,2.52,9.3943
0.2,2.53,9.2626
0.2,2.54,9.1301
0.2,2.55,8.9967
0.2,2.56,8.8623
0.2,2.57,8.7271
0.2,2.58,8.591
0.2,2.59,8.454
0.2,2.6,8.3162
0.2,2.61,8.1775
0.2,2.62,8.038
0.2,2.63,7.8978
0.2,2.64,7.7567
0.2,2.65,7.6149
0.2,2.66,7.4723
0.2,2.67,7.3289
0.2,2.68,7.1849
0.2,2.69,7.0401
0.2,2.7,6.8946
0.2,2.71,6.7484
0.2,2.72,6.6015
0.2,2.73,6.454
0.2,2.74,6.3058
0.2,2.75,6.157
0.2,2.76,6.0076
0.2,2.77,5.8576
0.2,2.78,5.707
0.2,2.79,5.5558
0.2,2.8,5.4041
0.2,2.81,5.2518
0.2,2.82,5.099
0.2,2.83,4.9457
0.2,2.84,4.7919
0.2,2.85,4.6376
0.2,2.86,4.4829
0.2,2.87,4.3277
0.2,2.88,4.1721
0.2,2.89,4.0161
0.2,2.9,3.8596
0.2,2.91,3.7028
0.2,2.92,3.5456
0.2,2.93,3.388
0.2,2.94,3.2301
0.2,2.95,3.0719
0.2,2.96,2.9134
0.2,2.97,2.7546
0.2,2.98,2.5955
0.2,2.99,2.4362
0.2,3,2.2766
0.2,3.01,2.1168
0.2,3.02,1.9567
0.2,3.03,1.7965
0.2,3.04,1.6361
0.2,3.05,1.4755
0.2,3.06,1.3148
0.2,3.07,1.154
0.2,3.08,0.993
0.2,3.09,0.83193
0.2,3.1,0.67079
0.2,3.11,0.50957
0.2,3.12,0.34831
0.2,3.13,0.18701
0.2,3.14,0.025693
0.21,0,0
0.21,0.01,0.16927
0.21,0.02,0.33852
0.21,0.03,0.50774
0.21,0.04,0.67691
0.21,0.05,0.84601
0.21,0.06,1.015
0.21,0.07,1.1839
0.21,0.08,1.3527
0.21,0.09,1.5214
0.21,0.1,1.6899
0.21,0.11,1.8582
0.21,0.12,2.0264
0.21,0.13,2.1943
0.21,0.14,2.3621
0.21,0.15,2.5296
0.21,0.16,2.6968
0.21,0.17,2.8638
0.21,0.18,3.0305
0.21,0.19,3.1968
0.21,0.2,3.3629
0.21,0.21,3.5286
0.21,0.22,3.694
0.21,0.23,3.859
0.21,0.24,4.0236
0.21,0.25,4.1879
0.21,0.26,4.3517
0.21,0.27,4.515
0.21,0.28,4.6779
0.21,0.29,4.8404
0.21,0.3,5.0023
0.21,0.31,5.1638
0.21,0.32,5.3247
0.21,0.33,5.4851
0.21,0.34,5.645
0.21,0.35,5.8043
0.21,0.36,5.963
0.21,0.37,6.1211
0.21,0.38,6.2786
0.21,0.39,6.4355
0.21,0.4,6.5918
0.21,0.41,6.7473
0.21,0.42,6.9022
0.21,0.43,7.0565
0.21,0.44,7.21
0.21,0.45,7.3627
0.21,0.46,7.5148
0.21,0.47,7.6661
0.21,0.48,7.8166
0.21,0.49,7.9664
0.21,0.5,8.1153
0.21,0.51,8.2635
0.21,0.52,8.4108
0.21,0.53,8.5573
0.21,0.54,8.7029
0.21,0.55,8.8476
0.21,0.56,8.9915
0.21,0.57,9.1345
0.21,0.58,9.2765
0.21,0.59,9.4176
0.21,0.6,9.5578
0.21,0.61,9.697
0.21,0.62,9.8353
0.21,0.63,9.9726
0.21,0.64,10.109
0.21,0.65,10.244
0.21,0.66,10.378
0.21,0.67,10.512
0.21,0.68,10.644
0.21,0.69,10.775
0.21,0.7,10.905
0.21,0.71,11.034
0.21,0.72,11.162
0.21,0.73,11.288
0.21,0.74,11.414
0.21,0.75,11.538
0.21,0.76,11.662
0.21,0.77,11.784
0.21,0.78,11.905
0.21,0.79,12.024
0.21,0.8,12.143
0.21,0.81,12.26
0.21,0.82,12.376
0.21,0.83,12.491
0.21,0.84,12.605
0.21,0.85,12.717
0.21,0.86,12.828
0.21,0.87,12.938
0.21,0.88,13.046
0.21,0.89,13.154
0.21,0.9,13.26
0.21,0.91,13.364
0.21,0.92,13.467
0.21,0.93,13.569
0.21,0.94,13.67
0.21,0.95,13.769
0.21,0.96,13.867
0.21,0.97,13.963
0.21,0.98,14.058
0.21,0.99,14.152
0.21,1,14.244
0.21,1.01,14.334
0.21,1.02,14.424
0.21,1.03,14.512
0.21,1.04,14.598
0.21,1.05,14.683
0.21,1.06,14.767
0.21,1.07,14.849
0.21,1.08,14.929
0.21,1.09,15.008
0.21,1.1,15.086
0.21,1.11,15.162
0.21,1.12,15.236
0.21,1.13,15.309
0.21,1.14,15.381
0.21,1.15,15.451
0.21,1.16,15.519
0.21,1.17,15.586
0.21,1.18,15.651
0.21,1.19,15.715
0.21,1.2,15.777
0.21,1.21,15.837
0.21,1.22,15.896
0.21,1.23,15.954
0.21,1.24,16.009
0.21,1.25,16.064
0.21,1.26,16.116
0.21,1.27,16.167
0.21,1.28,16.217
0.21,1.29,16.264
0.21,1.3,16.31
0.21,1.31,16.355
0.21,1.32,16.398
0.21,1.33,16.439
0.21,1.34,16.478
0.21,1.35,16.516
0.21,1.36,16.552
0.21,1.37,16.587
0.21,1.38,16.62
0.21,1.39,16.651
0.21,1.4,16.681
0.21,1.41,16.709
